2026/06/15 13:06:18.607, 0, 0, 73.06
2026/06/15 13:06:19.614, 0, 0, 73.10
2026/06/15 13:06:20.614, 4, 0, 73.13
2026/06/15 13:06:21.614, 385, 0, 86.49
2026/06/15 13:06:22.615, 385, 0, 118.71
2026/06/15 13:06:23.615, 385, 0, 118.78
2026/06/15 13:06:24.615, 385, 0, 118.78
2026/06/15 13:06:25.615, 3087, 0, 118.80
2026/06/15 13:06:26.616, 3149, 0, 118.81
2026/06/15 13:06:27.616, 4749, 2, 119.16
2026/06/15 13:06:28.616, 5771, 0, 120.29
2026/06/15 13:06:29.616, 30689, 17, 135.03
2026/06/15 13:06:30.617, 30689, 16, 120.21
2026/06/15 13:06:31.617, 30689, 12, 119.96
2026/06/15 13:06:32.617, 30689, 0, 119.95
2026/06/15 13:06:33.617, 30689, 17, 120.24
2026/06/15 13:06:34.618, 40805, 74, 166.85
2026/06/15 13:06:35.618, 40867, 100, 276.23
2026/06/15 13:06:36.618, 40869, 100, 280.35
2026/06/15 13:06:37.618, 40871, 100, 279.05
2026/06/15 13:06:38.619, 40873, 100, 276.17
2026/06/15 13:06:39.619, 40873, 100, 281.36
2026/06/15 13:06:40.619, 40873, 0, 235.57
2026/06/15 13:06:41.620, 40873, 0, 120.00
2026/06/15 13:06:42.620, 40937, 0, 123.37
2026/06/15 13:06:43.620, 40937, 42, 127.55
2026/06/15 13:06:44.620, 40939, 0, 241.22
2026/06/15 13:06:45.620, 40939, 90, 408.01
2026/06/15 13:06:46.621, 40939, 24, 413.36
2026/06/15 13:06:47.621, 40939, 92, 390.27
2026/06/15 13:06:48.621, 40941, 93, 462.32
2026/06/15 13:06:49.621, 40941, 92, 414.19
2026/06/15 13:06:50.622, 40941, 100, 315.64
2026/06/15 13:06:51.622, 40941, 100, 305.90
2026/06/15 13:06:52.622, 40941, 100, 305.17
2026/06/15 13:06:53.623, 40941, 100, 303.71
2026/06/15 13:06:54.623, 40941, 0, 268.59
2026/06/15 13:06:55.623, 40941, 68, 162.76
2026/06/15 13:06:56.623, 40941, 100, 283.73
2026/06/15 13:06:57.624, 40941, 100, 302.38
2026/06/15 13:06:58.624, 40941, 100, 304.21
2026/06/15 13:06:59.624, 40941, 100, 304.64
2026/06/15 13:07:00.624, 40941, 100, 302.38
2026/06/15 13:07:01.625, 40941, 100, 290.78
2026/06/15 13:07:02.625, 40941, 98, 299.38
2026/06/15 13:07:03.625, 40941, 100, 296.33
2026/06/15 13:07:04.625, 40941, 100, 295.04
2026/06/15 13:07:05.626, 40941, 100, 302.40
2026/06/15 13:07:06.626, 40941, 100, 301.69
2026/06/15 13:07:07.626, 40941, 100, 302.35
2026/06/15 13:07:08.626, 40941, 100, 300.25
2026/06/15 13:07:09.627, 40941, 100, 293.70
2026/06/15 13:07:10.627, 40941, 100, 323.26
2026/06/15 13:07:11.627, 40941, 100, 323.16
2026/06/15 13:07:12.627, 40941, 100, 325.07
2026/06/15 13:07:13.628, 40941, 100, 319.71
2026/06/15 13:07:14.628, 40941, 100, 325.14
2026/06/15 13:07:15.628, 40941, 100, 322.58
2026/06/15 13:07:16.628, 40941, 100, 324.69
2026/06/15 13:07:17.629, 40941, 100, 326.05
2026/06/15 13:07:18.629, 40941, 100, 322.94
2026/06/15 13:07:19.629, 40941, 100, 327.01
2026/06/15 13:07:20.629, 40941, 100, 322.40
2026/06/15 13:07:21.630, 40941, 100, 326.17
2026/06/15 13:07:22.630, 40941, 100, 322.40
2026/06/15 13:07:23.630, 40941, 100, 323.63
2026/06/15 13:07:24.631, 40941, 100, 325.80
2026/06/15 13:07:25.631, 40941, 100, 325.80
2026/06/15 13:07:26.631, 40941, 100, 328.28
2026/06/15 13:07:27.631, 40941, 100, 322.80
2026/06/15 13:07:28.632, 40941, 98, 322.99
2026/06/15 13:07:29.632, 40941, 0, 124.09
2026/06/15 13:07:30.632, 40941, 0, 122.44
2026/06/15 13:07:31.632, 40941, 0, 122.23
2026/06/15 13:07:32.633, 40941, 0, 122.15
2026/06/15 13:07:33.633, 40941, 0, 122.23
